ID,Set,Description
PERSON20X,,
WHITE PERSON1,,"A ""kaɾaj"" set -- ZJO"
WHITE PERSON2,,
WHITE PERSON3,LOAN,Almost certainly a loan from Nheengatú in the colonial period -- ZJO
WHITE PERSON4,,
WHITE PERSON5,,
WHITE PERSON6,,
WHITE PERSON8X,,
WHITE PERSON9,,
WHITE PERSON10X,,
WHITE PERSON11,,
WHITE PERSON12,,
WHITE PERSON13,,
WHITE PERSON14,,
WHITE PERSON15,,
WHITE PERSON 16,,
CHILD1,,"This is mostly the gender-neutral child set based on the root ""mɨta"" - VMW"
CHILD2,,
CHILD3,,
CHILD4,,
CHILD5,,"is this a good cognate set? Also, could it be related to son? - NCP"
CHILD6,,
CHILD7,,
CHILD8,,
CHILD9,,
CHILD10,,
CHILD11,LOAN,< Quechua -- ZJO
CHILD12,,
CHILD13,,
CHILD14,,
CHILD15,,
CHILD16,,
CHILD17,,
CHILD.MALE5,"COMPOUND, IND",child (son1)+man - NCP
CHILD.MALE7,,
CHILD.MALE9X,,
CHILD.MALE10,,
CHILD.MALE12,,
CHILD.MALE15X,,
CHILD.MALE17X,,
CHILD.MALE19X,,
CHILD.MALE20X,,
CHILD.MALE21X,,
CHILD.FEMALE1,,
CHILD.FEMALE2,,"A ""kujãmuku"" set -- ZJO"
CHILD.FEMALE3,,
CHILD.FEMALE4,,
CHILD.FEMALE4.5,,
CHILD.FEMALE6X,,
CHILD.FEMALE7X,,
CHILD.FEMALE8X,,
CHILD.FEMALE9X,,
CHILD.FEMALE10X,,
CHILD.FEMALE14,,
CHILD.FEMALE17,,
CHILD.FEMALE18,,
YOUNG MAN1,,"A ""kunumĩ"" set -- ZJO"
YOUNG MAN2,,
YOUNG MAN3,,
YOUNG MAN4,,
YOUNG MAN7,,
YOUNG MAN8,,
YOUNG MAN10X,,
YOUNG MAN11,,
YOUNG WOMAN1,"COMPOUND, GEN","a kuña + tai -- VMW
"
YOUNG WOMAN2,,
YOUNG WOMAN3,,
YOUNG WOMAN4 ,,
YOUNG WOMAN6,,
YOUNG WOMAN7,,
MINGA1,,
MINGA2X,,
ORPHAN1,"COMPOUND, IND","A ""sɨ+eʔɨm"" MOTHER+PRIVATIVE compound set, though not strictly a compound because the latter is bound morpheme -- ZJO"
ORPHAN2,,
ORPHAN3X,,
ORPHAN4,"COMPOUND, IND","An ""uβ+eʔɨm"" FATHER+PRIVATIVE compound set -- ZJO"
ORPHAN5,,
ORPHAN6,,
ORPHAN7,,
ORPHAN8,,
ORPHAN9,,
ORPHAN10,,
ORPHAN11,LOAN,
ORPHAN11.5,,
ORPHAN12,,
ORPHAN13,,
OWNER1,,"A ""yaɾ"" set -- ZJO"
OWNER2,,
SPIRIT1,"COMPOUND, GEN","An ""aj+aŋ"" ?+SHADE compound set, copied there -- ZJO"
SPIRIT2,,
SPIRIT3,,
SPIRIT4,,
SPIRIT7,,
SPIRIT8,"COMPOUND, GEN","A ""mai+sankara"" ""spirit (in THING1)+prefix+imitate1"" compound set -- ZJO"
SPIRIT9,,
SPIRIT10,,
SPIRIT11,,
SPIRIT12,,
SPIRIT13,,
SPIRIT15,,
SPIRIT16,"COMPLEX, IND",
SPIRIT18X,,
SPIRIT19X,,
SPIRIT20X,,"In OMG, subaquatic peoples (local Sp. 'yacuruna') -- ZJO"
SPIRIT21,,
FRIEND0.5,,"A ""(je)kotɨ(ʔa)r"" set, probably based on /kotɨ/, the postposition -- ZJO"
FRIEND1X,,
FRIEND2X,,
FRIEND3X,,
FRIEND4X,"COMPOUND, GEN","An ""atɨ+"" WIFE+? compound set that probably denoted someone in a wife-swapping relationship -- ZJO"
FRIEND5X,,
FRIEND6X,,
FRIEND7X,,
FRIEND8X,,
FRIEND9X,,
FRIEND10X,LOAN,
FRIEND11X,,
FRIEND12X,LOAN,
FRIEND13X,,
FRIEND14X,LOAN,
FRIEND14.5X,LOAN,
FRIEND15X,,
FRIEND16X,,
COMPANION1,,"An ""irũ"" set -- ZJO"
COMPANION2,,"A ""tɨr"" set -- ZJO"
FLOURX,,"this is a clearly tir tiram set. we are operating with the hypothesis that there are two roots ti and tir, see Parintintin. we still need to figure out what to do with the items still in companion 2. also, still we are struggling with the relationship of the meanings of flour and companion
	-pagouritsa itsnoneofyourbusiness"
COMPANION3,,
COMPANION4,,
COMPANION5,,
COMPANION6,,
COMPANION7,,
COMPANION8,,
COMPANION9,,
COMPANION10,,
COMPANION11X,,
COMPANION12X,,
COMPANION13,,
WITCH~SHAMAN1,,"A ""pajé"" set -- ZJO"
WITCH~SHAMAN2,"COMPOUND, GEN",
WITCH~SHAMAN4,"COMPOUND, GEN",
WITCH~SHAMAN5,,
WITCH~SHAMAN6,,
WITCH~SHAMAN6.5,,
WITCH~SHAMAN7X,,Xd b/c not deep-drilled -- ZJO
WITCH~SHAMAN8,"COMPOUND, GEN",person + heal - NCP
CHIEF1,"COMPOUND, GEN","compound of before, long time ago + strong - NCP"
CHIEF2,,"""muru"" set -- VMW"
CHIEF3,"COMPOUND, IND","muru + ubixa (big, large) set - NCP"
CHIEF4,,
CHIEF5,"COMPOUND, GEN","A ""muru+?"" compound set -- ZJO"
CHIEF6,LOAN,
CHIEF7,LOAN,
CHIEF8,,"A ""more(re)kwat"" set -- ZJO"
CHIEF9,,
CHIEF10,LOAN,
CHIEF11,LOAN,
CHIEF12,LOAN,
CHIEF13,LOAN,
CHIEF14,,"An ""aɾɨβ"" set -- ZJO"
CHIEF15X,"COMPLEX, GEN","the one to be obeyed, nominalizer + obey (in BELIEVE)- NCP"
CHIEF16X,,
CHIEF17,LOAN,
CHIEF18,"COMPLEX, GEN",An ORDER+NOMZ complex set -- ZJO
CHIEF19,,
CHIEF20,,
CHIEF21,,
CHIEF22X,,
CHIEF25,LOAN,
CHIEF26,LOAN,
RED1,,"A ""piɾaŋ"" set -- ZJO"
RED2,,"A ""pɨtaŋ"" set -- ZJO
probably meant dark, red-brown. - NCP
"
RED4,,
RED5,,
RED6,,
RED7,,
RED8X,,
RED9X,,
RIPE1,,
RIPE1.5,,
RIPE2,,
RIPE3,,
RIPE4,,
RIPE5,,
RIPE6,,
RIPE7,,
RIPE8,,
RIPE9,,
RIPE10,,
RIPE11,,
RIPE12,,
WHITE1 ,,"A ""ti(ŋ)"" set -- ZJO"
WHITE2,"COMPOUND, MED","A ""moro + ti(ŋ)"" set -- ZJO"
WHITE4,,
WHITE5,,
WHITE6,,
WHITE7,,
WHITE8,,
BLACK1,,"The distinct BLACK1 and BLACK 1.5 sets reflect the fact that we are currently operating under the hypothesis that there are two different roots here, *tsun and *tun; this is connected to the unresolved question of the compound nature of DARK1&2. One one view DARK1 = edge + tun (BLACK); and DARK2 = pi + tsun (BLACK), where the origin of the first element is unclear, but may be related to the pi in RED. On this view we would explain the differences in the initial vowels (and in some cases the second vowels) in the DARK1&2 forms as due to leveling. -- LDM"
BLACK2,,An *un set -- ZJO
BLACK3,,
BLACK4,,
BLACK5,,
BLACK6,,
BLACK8,LOAN,
BLACK9,,
DARK1,"COMPOUND, GEN","A ""(ɨ)pɨt+un"" ?+BLACK compound set -- ZJO
----
+zjohagan@gmail.com we are no longer considering dark 1 and 2 as compounds, and maybe dark1 needs to be moved to night. also, stuff needs to be pulled out of Black1. Once you are done, please erase dark1 and dark2 from the compounds tab in this spreadsheets.
_Assigned to Zachary O'Hagan_
	-pagouritsa itsnoneofyourbusiness"
DARK2,"COMPOUND, GEN","A ""pi+tsun"" ?+BLACK compound set -- ZJO"
DARK3,,
DARK4,,
DARK5,,
DARK6,,
DARK7,,
DARK8,,
DARK9,,
DARK10,,
UNRIPE1,,
UNRIPE3,,
GREEN1,,"Should *kyt and *akyt be separate cognate sets? Note that both apparently exist independently in Aweti. --SM

akyt is probable 'green fruit', hence (não maduro). -- LDM
"
GREEN2,,
GREEN3X,,
GREEN4,"COMPOUND, GEN",grue + yellow - NCP
GREEN5,,
BLUE1,,
BLUE2,,
BLUE3X,,
BLUE5,,
YELLOW1,,
YELLOW2,,
YELLOW3,,
YELLOW4,,
YELLOW5,,"A ""tawa"" set -- ZJO.  What should we do with this in terms of deep drilling?  It's 'clay' -- ZJO
let's see what we find and we make a clay header afterwards if we need to - NCP
"
YELLOW6,,
YELLOW7,,
GRUE1,,
GRUE2,,
GRUE3,,
YESTERDAY1,,"A ""kwesé"" set -- ZJO
----
I think this set needs review. A few forms are missing the second syllable.
	-pagouritsa itsnoneofyourbusiness"
YESTERDAY2,,
YESTERDAY4,,
YESTERDAY5,,
YESTERDAY6,,
YESTERDAY7X,,
YESTERDAY8,,
YESTERDAY9,,
YESTERDAY10,,
YESTERDAY11,,
YESTERDAY12,,
YESTERDAY13X,,
YESTERDAY14,,
YESTERDAY15,,
TOMORROW1,,
TOMORROW3,,
TOMORROW4,,
TOMORROW5,,
TOMORROW6,"COMPLEX, IND",complex day+some morphology - NCP
TOMORROW9,,
TOMORROW10,,
TOMORROW11,"COMPLEX, IND",
TOMORROW12,,
TOMORROW13,,
NOW1,,"An ""ãɨ""/""aiN"" (crucially with nasality) set -- ZJO."
NOW2,,"A ""kuɾi"" set -- ZJO"
NOW3,"COMPOUND, MED","A ""kuɾiteĩ"" set now2+ ? -- ZJO"
NOW4,,
NOW5,"COMPLEX, IND","A ""koʔɨɾ"" set -- ZJO"
NOW6,,
NOW7,,
NOW8.5,,
NOW9X,,
NOW10,,
NOW11,,
NOW12,,
NOW13,,
NOW14,,
NOW15,,
NOW16,,
NOW17,,
NOW18,,
NOW19X,,
NOW20X,"COMPLEX, IND",
NOW22,,
NOW23,,
NOW24,,
NOW25X,,
TODAY1,"COMPLEX, IND","""ko + me (+ te/he)"" set --VMW"
TODAY2,,"An ""aŋ"" set -- VMW
----
+zjohagan@gmail.com todays need to be cleaned up
_Assigned to Zachary O'Hagan_
	-pagouritsa itsnoneofyourbusiness"
TODAY3,"COMPLEX, MED","and ""aŋ + amo"" set -- VMW
"
TODAY4,"COMPLEX, IND","A combination of ""ko"" + ""ara"" 'day' -- ZJO"
TODAY6,,"A ""(k)are(he)"" set -- ZJO"
TODAY8,,
TODAY10,"COMPLEX, GEN",
TODAY11,,
TODAYFUNCTX,,
DAY1,,
DAY3,,
DAY4,,
DAY5,"COMPLEX, GEN",
YEAR1,"COMPOUND, GEN","A ""yere"" set -- ZJO"
YEAR2,,"A ""roʔɨ"" set -- ZJO"
YEAR3,"COMPOUND, GEN",day + ? - NCP
YEAR6,,
YEAR7,"COMPOUND, GEN",cognate with postposition? -- LDM
YEAR9,,
YEAR10,,
YEAR11,,
YEAR12,,
YEAR13,,
YEAR14,"COMPOUND, GEN",sun + day - NCP
YEAR15,LOAN,
YEAR16,LOAN,
YEAR17,LOAN,
YEAR18,LOAN,
YEAR19,,
LONG TIME AGO1,,"An ""ɨm(u)ã"" set -- ZJO"
LONG TIME AGO2,,"An ""aɾaka"" set -- ZJO"
LONG TIME AGO4,,
LONG TIME AGO5,,
LONG TIME AGO6,,
LONG TIME AGO7,,
LONG TIME AGO8,,
BEFORE1,,
BEFORE2,,
BEFORE2.5,,
BEFORE3,,
BEFORE8,,
BEFORE4,,
BEFORE5,,
BEFORE6,,
BEFORE7,,
BEFORE9,,
BEFORE10X,,
BEFORE11,,
AFTER1,,
AFTER2FUNCTX,,functional items in this row - NCP
AFTER3,,
AFTER3.5,,
AFTER4,,
AFTER5FUNCTX,,functional items - NCP
AFTER6FUNCTX,,"Really spatial PPs meaning 'behind' that only got in here b/c OMG/KOK forms have grammaticalized to temporal clause linkers; all funct really -- ZJO
----
Are we sure that all these are cognate? meanings seem a bit wild. It seems to me that this cognate set is only based on akɨ. Maybe we should make it based on the omg kok forms that are compounds?
	-pagouritsa itsnoneofyourbusiness"
AFTER7,,
AFTER9,,
AFTER10,,
AFTER11,,
AFTER12,,
AFTER15,,
AFTER16,,
AFTER17,,
AFTER18,,
AFTER19,,
AFTER20,,
AFTER21,,
AFTER22,,
AFTER23,,
AFTER24,,
AFTER25,,
AFTER26,,
AFTER27,,
ALREADY3,,
ALREADY4,,
ALREADY5X,,
ALREADY6,,
ALREADY7,,
ALREADY8,,
ALREADY9,,
ALREADY11,,
ALREADY13,,
ALREADY14,,
ALREADY15FUNCTX,,
ALREADY16,,
ALWAYS1,,"A ""jepi"" set - NCP"
ALWAYS1.5,,
ALWAYS2,,this is a rame/hame set - NCP
ALWAYS2.5,,
ALWAYS3,,
ALWAYS4,,"A ""memé"" set -- ZJO"
ALWAYS6,,
ALWAYS7,,
ALWAYS8,,
ALWAYS9,,
ALWAYS9.5,,
ALWAYS11,,
ALWAYS12,,
ALWAYS13,,
ALWAYS16,,
ALWAYS17,,
ALWAYS19,,
ALWAYS20X,,
ALWAYS21,,
ALWAYS22,,
ALWAYS23,,
ALWAYS24,,
NIGHT1,,
NIGHT2,,"A ""pɨsa"" set -- ZJO

We are including forms bearing locative suffixes in this row. -- LDM"
NIGHT3,"COMPLEX, GEN","A ""pɨsare"" NIGHT2 + ? set -- ZJO"
NIGHT6,"COMPLEX, GEN","A ""pɨsaje"" set NIGHT2 + ? -- ZJO"
NIGHT8,,
NIGHT9,,
NIGHT10,LOAN,
DAWN1,"COMPLEX, GEN",
DAWN2,,
DAWN3,,
DAWN4,,
DAWN5,,
DAWN6,,
MORNING1,,"An ""ajeʔi~ajiʔi"" set -- ZJO"
MORNING2,,
MORNING3,,
MORNING4,,
MORNING5X,,
MORNING7X,,
MORNING8,,
MORNING9,,
EARLY1,,"A ""βoi"" set -- ZJO"
EARLY3,,
EARLY4,"COMPOUND, IND",
EARLY5,,
AFTERNOON1,,"A ""kaʔaɾuk"" set -- ZJO"
AFTERNOON3,,
AFTERNOON4,,
AFTERNOON5,"COMPOUND, IND",
AFTERNOON6,"COMPOUND, IND",
AFTERNOON8,,
LATER1,,
LATER3,,
LATER4,,"Do we want to get rid of this row and the one underneath?
	-Wesley Santos"
LATER5,,
LATER6,,
LATER7,"COMPOUND, IND",
LATER8,,
LATER9,,
LATER10,,
RIVER1,"COMPOUND, IND","A ""ɨ+sɨɾɨk"" WATER+SLIP compound set -- ZJO"
RIVER2,,"A ""paɾanã"" set -- ZJO"
RIVER3,,
RIVER4,,
RIVER5,"COMPOUND, IND",
RIVER5.5,"COMPOUND, IND",
RIVER6,,
RIVER7X,,
RIVER8X,,
RIVER9,,
WATER1,,"An ""ʔɨ"" set -- ZJO
NCP: Forms meaning dry are water (ɨ) or liquid (tɨ) and the completive suffix -pa. 
----
I believe that we have been overly zealous in placing forms that mean something like 'gourd' or 'fruit' in this set; they should probably be removed and put in distinct GOURD and FRUIT cognate sets.
	-Lev Michael"
WATER2,,
WATER3,,
RAIN(N)1,,
RAIN(N)2,,
RAIN(N)3,,
RAIN(N)4,,
RAIN(N)5,,
RAIN(N)6X,,
RAIN(N)7X,,
RAIN(N)8,,
RAIN(N)9,,
LAKE1,"COMPOUND, GEN","An ""ɨ+paβ"" WATER+FINISH compound set -- ZJO;
"
LAKE2,"COMPOUND, MED","An ""ɨ+paβ+su"" WATER+FINISH+AUGMENTATIVE three-way compound set -- ZJO"
LAKE3,"COMPOUND, IND","An ""ɨ+upaβ"" WATER+FINISH compound set, which differs from the similar GEN compound set in showing inflected verb -- ZJO"
LAKE4,,
LAKE5,,
LAKE6,,
LAKE7,,
LAKE8,"COMPOUND, GEN",
LAKE9,,
STREAM1,,
STREAM2,"COMPOUND, MED","Compound. Water + branch -- KCB
"
STREAM3,,
STREAM4,"COMPOUND, IND",
STREAM5,,
STREAM5.5,,
STREAM6,,
STREAM7,"COMPOUND, GEN","An ""ɨ+kuʔá"" WATER+INLET compound set; cf. TPN /kuʔá/, not otherwise in dataset -- ZJO"
STREAM8,,
STREAM9,"COMPOUND, GEN",A WATER+SLIP+NOMZ set -- ZJO
STREAM9.5X,,
STREAM10,,
STREAM11X,,
STREAM12X,,
STREAM13X,,
STREAM14X,"COMPLEX, GEN",
"SHORE, BANK1","COMPOUND, MED",this is a compound of lip + water. - NCP
"SHORE, BANK2",,
"SHORE, BANK3",,
"SHORE, BANK5",,
"SHORE, BANK6",,
"SHORE, BANK7",,
FOREST1,,"A ""kaʔá"" set -- ZJO"
FOREST2X,,
FOREST3,,ɨwɨɾati < *ɨwɨɾa-tɨ tree-plant.collective.pl -- LDM
FOREST4,,
FOREST5,,
FOREST7,,
FOREST8,,
FOREST9X,,
FOREST10,,
ROOT1,,
ROOT2,"COMPOUND, GEN",tree + root - NCP
ROOT3,,
TREE1,"COMPOUND, GEN","An ""ɨβ+(β)ɨɾá"" TRUNK+STICK(?) compound set; copied under TRUNK1 and TREE2.  Some languages lost initial /ɨ/ -- ZJO
----
How strong is the evidence for this compound? maybe revisit?
	-pagouritsa itsnoneofyourbusiness"
TREE2,,"A ""(β)ɨɾá"" set, where some languages lost initial /β/.  There appears to be systematic alternation between forms for 'tree' with initial /ɨ/ versus forms for 'bow' lacking initial /ɨ/.  In addition, some languages appear to have leveled 'tree' with 'bow', losing /ɨ/ in the former, while the reverse process is attested in other languages -- ZJO"
TREE3,,
BRANCH1,,"An ""aka(m)"" set, merged in many languages with BONE *aka(ŋ) b/c of loss of final nasals -- ZJO"
BARK1,,"Original meaning probably something very broad covering shell, back, bark, surface covering a round object. - NCP"
BARK2,,
BARK3,,
BARK4,,
BARK5,,
BARK6,,
TRUNK1,,"An ""ɨ(β)"" set, where languages alternately show loss of /β/ or freezing of nuclear suffix /-a/, which in the latter case makes it hard to distinguish from the FRUIT1 compound set, but in such cases I placed forms based on meaning -- ZJO"
TRUNK2,"COMPOUND, IND","An ""ɨβ+ɨpɨ"" TRUNK+BEGINNING compound set -- ZJO"
TRUNK3,"COMPOUND, GEN",
TRUNK4X,,
TRUNK6,,
TRUNK8,,
TRUNK9,,
TRUNK10,,
TRUNK11,,"An ""opɨtá"" set (probably meant something like TREE BASE) -- ZJO"
TRUNK12,,
TRUNK13X,,
TRUNK14,"COMPOUND, GEN",tree + root - NCP
TRUNK15,,
TRUNK16X,,
TRUNK17,,
FLOWER1,,
FLOWER2,LOAN,
FLOWER3,LOAN,
LEAF1,,"An ""oβ"" set, which referred to large broad leaves/fronds -- ZJO"
LEAF2,,
LEAF3,,
BAMBOO1,,
BAMBOO2,"COMPOUND, IND","A ""takwaɾ+usu"" set -- ZJO"
BAMBOO3,,
BAMBOO4,,
BAMBOO5,,
BAMBOO6,,
BAMBOO7,,
BAMBOO8,,
BAMBOO9,,
BAMBOO10,,
BAMBOO10.5X,,
BAMBOO11X,,
BAMBOO12X,,
BAMBOO13,,
BAMBOO14X,,
BAMBOO15X,,
BAMBOO16X,,
GRASS1,,"This is a ""pi"" set, that includes either ka or ka'a -VMW"
GRASS2,,"A ""ju/xõ"" set -- ZJO"
GRASS2.5,,
GRASS3,,
GRASS4,,
GRASS5,,
GRASS7,,
GRASS8,,
GRASS9,,
WEED1,,
WEED2,,
VINE1,,"An ""ɨsɨpó"" set -- ZJO"
VINE2,,
VINE3,,
VINE4,,
VINE5X,,
VINE6X,,
VINE7X,,
VINE8X,,
VINE9X,,
ISLAND1,"COMPOUND, GEN","'paʔõ' ""be in the middle"" --KCB
water + middle compound set. - ZJO
"
ISLAND2,,
ISLAND3,,
ISLAND4,,
ISLAND5,,
ISLAND6,,
ISLAND7,,
ISLAND8,"COMPOUND, GEN",
"SHADOW, SHADE1",,"an ""aŋ"" set, crucially different from SPIRIT1 ""aɲaŋ"" -- ZJO
----
see note for this set. There is an anan in nandeva, which is included in this set.
	-pagouritsa itsnoneofyourbusiness"
"SHADOW, SHADE2","COMPOUND, MED","compound of SUN+SHADE probably due to shade drifting towads spirit meaning - VMW

The Parintintin dictionary indicates that this is the word for shade created by the light of the sun. --KCB"
"SHADOW, SHADE3",,
"SHADOW, SHADE4",,
"SHADOW, SHADE5",,
"SHADOW, SHADE6",,"A ""tõ"" set possibly related to DARK1 forms involving <jitõ> -- ZJO"
"SHADOW, SHADE6.5","COMPOUND, GEN",tree + shadow - NCP
"SHADOW, SHADE7",,
MUD1,,"A ""tuyuk"" set -- ZJO"
MUD3,,
MUD4,,
MUD5,,
MUD6,,
DIRT1,,
DIRT2,,
DIRT3,,
DIRT4,,
DIRT5,,
LAND1,,"An ""ɨβɨ"" set -- ZJO"
LAND2,,
LAND3,,
LAND4,,"An ""ʔɨj"" set -- ZJO
"
LAND6,,
DUST1,"COMPOUND, MED","An ""ɨβɨ+timboɾ"" LAND+BE STINKY compound set -- ZJO"
DUST2,,a tuwɨr set - NCP
DUST3,"COMPOUND, MED","An ""ɨβɨ+tuβɨɾ"" LAND+? compound set -- ZJO"
DUST4,,"This is the catch-all ""kuʔi"" set for the database, that probably at some point meant ""ground up X"". The ""ɨβɨ+kuʔi"" compound set is under SAND -- VMW, ZJO"
DUST5,,
DUST6,,
DUST7,,
DUST8,"COMPOUND, GEN",ɨj + tuw earth + dry (probably) - NCP
SAND1,,
SAND2,,"A catch-all ""kɨtĩ"" set -- ZJO"
SAND3,"COMPOUND, IND","An ""ɨβɨ+kitĩ"" LAND+? compound set, distinct from the compound set immediately above -- ZJO"
SAND4,"COMPOUND, IND","An ""ɨβɨ+kuʔi"" LAND+GROUND.UP set (made sure components are under relevant etyma).  Catch-all ""kuʔi"" set is under DUST -- ZJO"
SAND5,"COMPOUND, IND","An ""ita kuʔi"" compound set (made sure components are under relevant etyma) -- ZJO"
SAND6,"COMPOUND, IND","A ""ɨ(ʔɨ)tiŋ"" ?+WHITE compound set.  Does not involve *ɨj root in LAND4 -- ZJO"
SAND7,"COMPOUND, IND",land + white compound set - NCP
SAND8,,
SAND9,"COMPOUND, GEN",land4 ɨj + kɨt (unripe?) - NCP
CANDELA1,,
CANDELA2,,
CANDELA3,,
CANDELA4,,
ASHES1,,
ASHES2,,
ASHES3,,
ASHES4,,
ASHES5,"COMPLEX, GEN",tata + ? - NCP
ASHES6,,
ASHES7,,"A ""(t)atá+pɨj"" set that really means 'embers' but snuck in b/c Xeta word apparently means 'ashes' -- ZJO
I deXed it for now, since also in Guaja it means ashes. NCP"
ASHES8X,,
ASHES9X,,
SMOKE1,"COMPOUND, GEN",
SMOKE2,,
SMOKE3,"COMPOUND, GEN",? + white. - NCP
SMOKE5X,,
COTTON1,,"Possibly an old compound of ""amɨn+juβ"" COTTON+YELLOW?  Can't know for sure, but we see in Xingú words for 'cloud' that a component 'amɨn' appears to enter into other compounds -- ZJO"
COTTON2,,
COTTON3,,
CLOUD1,,
CLOUD2,"COMPOUND, GEN","An ""ɨwɨ+tiŋ"" LAND+WHITE compound set -- ZJO"
CLOUD3,"COMPOUND, MED","An ""ɨwak+tiŋ"" SKY+WHITE compound set -- ZJO"
CLOUD4,"COMPOUND, GEN","An ""ɨwɨ+ɨwak"" LAND+SKY compound set -- ZJO"
CLOUD5,,
CLOUD6,,
CLOUD7,,
CLOUD8,,
CLOUD10X,"COMPOUND,IND",sky1 and black1 - NCP
THUNDER1,,"A ""sunuŋ"" set -- ZJO"
THUNDER2,,"An ""ɨapu"" set -- ZJO"
THUNDER3,,"A ""tupã"" set -- ZJO"
THUNDER4,,
THUNDER5,,
THUNDER6,,
THUNDER7,,
THUNDER8,,
THUNDER9,,
THUNDER10,,
THUNDER11,"COMPOUND, GEN","An ""ɨwak+?"" SKY+? compound set -- ZJO"
THUNDER12,,
THUNDER13,,"A ""naroŋ"" set -- ZJO"
THUNDER15X,,
THUNDER16,,
SKY1,,"An ""ɨβak"" set with loss of final /k/ in many languages -- ZJO"
SKY2,,
SKY3,,
SKY4,,
SUN1,,
SUN2,,
SUN3,,
SUN4X,,
MOON1,,
MOON2X,,
STAR1,"COMPOUND, GEN","A ""jasɨ+tata"" MOON+FIRE compound set -- ZJO"
STAR2,,
STAR3,,
STAR4,,
STAR5,LOAN,
STAR6,"COMPOUND, GEN","An ""ɨwak+ata"" SKY+FIRE compound set -- ZJO"
STAR7,"COMPOUND, GEN",moon + small  NCP
STAR8,"COMPOUND, GEN",MOON + SON - NCP
PLEIADES1,,
PLEIADES2,,
SEED1,"COMPOUND, GEN","A ""ʔa+ɨɲ"" FRUIT/SEED+? compound set; ""á"" components are under FRUIT -- ZJO
----
I don't think this involves the ʔa classifier. there is no glottal stop and it seems that there is instead a ""relative prefix"".
	-pagouritsa itsnoneofyourbusiness"
SEED2,"COMPLEX, IND","An ""emi+tɨm"" NOMZ+PLANT complex set -- ZJO"
SEED5,,
SEED6,,
SEED7,,
SEED8X,,
SEED9,,
STONE1,,"A general ""itá"" set -- ZJO"
STONE2,,
STONE3,,
STONE4,LOAN? ,
STONE5X,,
WIND1,,
HILL1,"COMPOUND, GEN","A ""ɨβɨ+tɨɾ"" LAND+PROMINENCE compound set.  The TPN word /tɨɾ/ seems to mean roughly prominence, but can refer to a wide range of items, from overgrown shrubbery to friezes -- ZJO"
HILL2,"COMPOUND, GEN",land + ?
HILL3 ,,
HILL4 ,,
HILL5 ,,
HILL6 ,,
HILL7X,,
HILL8X,,
HILL8,"COMPLEX, GEN",land + ? - NCP
HILL9,,
CUTBANK1,"COMPOUND, GEN","An ""ɨβɨ+am"" LAND+STAND compound set -- ZJO"
CUTBANK1.5,,
CUTBANK2,,
CUTBANK3,,
CUTBANK4,,
CUTBANK5,,
CUTBANK6,,
HOLE1,,this is a kwar set. Many of the items have LAND in them and were copied there as well. - NCP
HOLE2,,
HOLE3,,
HOLE4,,
HOLE5,,
HOLE6,,
HOLE8,,
HOLE9X,,
HOLE10,,
HOLE11,,
SAP1,,"An ""ɨsɨk ~ ɨtɨk""-based set -- ZJO."
SAP2,"COMPLEX, IND","A WATER+NOM.PST ""compound/complex"" set -- ZJO"
SAP4,,
SAP5,,
SAP7,,
SAP8,,
SAP9,,
SAP9X,,
CANOE1,,LDM: water + NMLZ
CANOE2,,
CANOE3,,
CANOE4X,,
CANOE5,,
CANOE6,LOAN,
CANOE7,LOAN,
CANOE8,,
CANOE9,,
PROW1,"COMPOUND, MED","An ""ɨaɾ-tĩ"" CANOE+NOSE compound set -- ZJO"
PROW2,"COMPOUND, IND",
PROW3,"COMPOUND, IND",A CANOE+HEAD compound -- ZJO
HAMMOCK1,"COMPLEX, GEN","A compound ""ke+saβ"" SLEEP+action/state nominalizer set -- KCB"
HAMMOCK2,,
HAMMOCK3,,"An ""inĩ"" set -- ZJO"
HAMMOCK4,"COMPOUND, GEN","A compound ""tuku+ini"" CHAMBIRA+HAMMOCK set -- ZJO"
HAMMOCK5,,
HAMMOCK6,,
HAMMOCK7X,,
HAMMOCK8,,
HAMMOCK9,,
HAMMOCK10,,
HAMMOCK11,,
HAMMOCK12,,
"GRILL, BARBEQUE1","COMPLEX, GEN",A ROAST+INSTR.NOMZ complex set -- ZJO
"GRILL, BARBEQUE2","COMPOUND, GEN","A ""takwaɾ+pem+pɨɾ"" CANE+WEAVE+NOMZ set -- ZJO"
"GRILL, BARBEQUE3",,
"GRILL, BARBEQUE4",,"A ""juɾá"" set -- ZJO
it is a grill - like structure (floor with parallel wood pieces, ladder, actual grill) - NCP"
"GRILL, BARBEQUE5",,
"GRILL, BARBEQUE6X",,
"GRILL, BARBEQUE7",,
"GRILL, BARBEQUE8",,
"GRILL, BARBEQUE9",,
"GRILL, BARBEQUE10",,
"GRILL, BARBEQUE11",,
"GRILL, BARBEQUE12",,
"GRILL, BARBEQUE13","COMPOUND, GEN",
"GRILL, BARBEQUE14","COMPLEX, GEN",
"GRILL, BARBEQUE15","COMPOUND, GEN",
"WALL, FENCE1",,
"WALL, FENCE2",,
"WALL, FENCE3",,
"WALL, FENCE4.5",,
"WALL, FENCE5",LOAN,
"WALL, FENCE4",LOAN,
"WALL, FENCE5.5",LOAN,
"WALL, FENCE6","COMPOUND, IND",
"WALL, FENCE6.5","COMPOUND, IND",
"WALL, FENCE6.75","COMPOUND, IND",
