ID,Language_ID,Phonemic,Phonetic,Orthographic,Variants,Form_Comment,Source,Procedural_Comment,Procedural_Comment_Concept,Concept_ID
aweti1_head1_1,aweti1,,[ʔa-put],,,,aweti1{1},,,head1
satere_mawe1_head1_1,satere_mawe1,,[ʔa-kaŋ],,,,satere_mawe1{1},,,head1
satere_mawe1_head1_2,satere_mawe1,/ʔakaŋ/,,,,"(head, skull)",satere_mawe1{1},,,head1
satere_mawe1_head1_3,satere_mawe1,/ʔakɨtʔa/,,,,"(head, including the hair)",satere_mawe1{4},,,head1
ache1_head2_1,ache1,/ãkã/,[ã.'kã],,,"(rama de arbol, punta del arbol, punta de una laguna) (NCP: I think that there are two homophones here, one meaning point and the other meaning branch. The point one is translated also as headland, point in the IDS dictionary.)",ache1{4},,,head2
kamayura1_head2_1,kamayura1,,,<'akawut>,,,kamayura1{1},,,head2
satere_mawe1_head2_1,satere_mawe1,/ʔakɨtʔa/,,,,(head + hair),satere_mawe1{4},,,head2
ache1_brain1_1,ache1,/tõʔõ/,,,,"(head, brain)",ache1{1},,,brain1
paraguayan_guarani1_brain1_1,paraguayan_guarani1,,,<apytu'ũ>,,"(cerebro; juicio, talento)",paraguayan_guarani1{Guasch1962:508},,,brain1
kaiwa1_brain1_1,kaiwa1,No value,No value,No value,,No value,kaiwa1No value,,,brain1
mbya_guarani1_brain1_1,mbya_guarani1,,,<apytu'ũ>,,,mbya_guarani1{1},,,brain1
chiripa1_brain1_1,chiripa1,No value,No value,No value,,No value,chiripa1No value,,,brain1
xeta1_brain1_1,xeta1,,[ĩpə̃'tõ],,,,xeta1{1},,,brain1
tapiete1_brain1_1,tapiete1,,[tantu'],<tantü'ü>,,,tapiete1{1},,,brain1
eastern_bolivian_guarani1_brain1_1,eastern_bolivian_guarani1,/apɨtuu/,,,~/apuntuu/,,eastern_bolivian_guarani1{1},,,brain1
guarayu1_brain1_1,guarayu1,,,<apỹtuũ>,,"(""che apỹtuũ"" 'mein Gehirn')",guarayu1{2},,,brain1
siriono1_brain1_1,siriono1,,[e-ítõ],,,(brain),siriono1{2},,,brain1
siriono1_brain1_2,siriono1,,,<eitoõ>,,(brain),siriono1{1},,,brain1
yuqui1_brain1_1,yuqui1,,,<itõite>,,(his brains),yuqui1{2},,,brain1
jora1_brain1_1,jora1,No value,No value,No value,,No value,jora1No value,,,brain1
omagua1_brain1_1,omagua1,/apɪtuma/,,,,,omagua1{1},,,brain1
cocama_cocamilla1_brain1_1,cocama_cocamilla1,,,<apɪtuma>,,,cocama_cocamilla1{6},,,brain1
tupinamba1_brain1_1,tupinamba1,,,<aputuuma>,,"(miolo, polpa)",tupinamba1{1},,,brain1
tapirape1_brain1_1,tapirape1,No value,No value,No value,,No value,tapirape1No value,,,brain1
tocantins_asurini1_brain1_1,tocantins_asurini1,,,<apytaˈóm>,,"(cérebro, miolo)",tocantins_asurini1{3:50},,,brain1
parakana1_brain1_1,parakana1,,,<apyta'om>,,"(miolo, cérebro)",parakana1{1:84},,,brain1
canoeiro1_brain1_1,canoeiro1,,,<-apɨtum>,,"(miolos, cérebro)",canoeiro1{1},,,brain1
tembe1_brain1_1,tembe1,,,<apĭto'ôm>,,"(cérebro, miolo)",tembe1{1:34},,,brain1
guajajara1_brain1_1,guajajara1,No value,No value,No value,,No value,guajajara1No value,,,brain1
turiwara1_brain1_1,turiwara1,No value,No value,No value,,No value,turiwara1No value,,,brain1
anambe1_brain1_1,anambe1,No value,No value,No value,,No value,anambe1No value,,,brain1
arawete1_brain1_1,arawete1,,,<-apituʔume>,,(I),arawete1{1},,,brain1
xingu_asurini1_brain1_1,xingu_asurini1,No value,No value,No value,,No value,xingu_asurini1No value,,,brain1
kayabi1_brain1_1,kayabi1,No value,No value,No value,,No value,kayabi1No value,,,brain1
apiaka1_brain1_1,apiaka1,No value,No value,No value,,No value,apiaka1No value,,,brain1
parintintin1_brain1_1,parintintin1,No value,No value,No value,,No value,parintintin1No value,,,brain1
kamayura1_brain1_1,kamayura1,,,<'apytu'um>,,,kamayura1{1},,,brain1
wayampi1_brain1_1,wayampi1,/aputũʔũ/,,,,(cervelle),wayampi1{1},,,brain1
teko1_brain1_1,teko1,/ aputuʔum/,,,,,teko1{11},,,brain1
urubu_kaapor1_brain1_1,urubu_kaapor1,,,<-akang pujtu'ũ>,,,urubu_kaapor1{1},,,brain1
urubu_kaapor1_brain1_2,urubu_kaapor1,,,<iankã pũi tu'um>,,,urubu_kaapor1{6: 107},,,brain1
guaja1_brain1_1,guaja1,No value,No value,No value,,No value,guaja1No value,,,brain1
aweti1_brain1_1,aweti1,,,<ʼapytuʼum>,,,aweti1{8},,,brain1
satere_mawe1_brain1_1,satere_mawe1,,[ʔamɨ̃tɨm],,,,satere_mawe1{1},,,brain1
siriono1_brain2_1,siriono1,,,<eãquĩ nducua>,,"(brain)  (NG: according to my data, eãquiĩ nduka means 'nape' not brain.)",siriono1{1},,,brain2
warazu1_brain2_1,warazu1,,,<-əpɨ-túʔu>,,,warazu1{9},,,brain2
parintintin1_brain2_1,parintintin1,,,<-apytu>,,(fontanela),parintintin1{1},,,brain2
ache1_hair1_1,ache1,/a/,[a.'ʔa],,,(cabello),ache1{4},,,hair1
ache1_hair1_2,ache1,/aʔa/,,,,,ache1{1},,,hair1
paraguayan_guarani1_hair1_1,paraguayan_guarani1,,,<áva>,,"(cabello, cabellera, pelo)",paraguayan_guarani1{Guasch1962:512},,,hair1
paraguayan_guarani1_hair1_2,paraguayan_guarani1,,,<tague>,"~<rague>,~<hague>","(pelo, cabello; pluma, lana)",paraguayan_guarani1{Guasch1962:711},,,hair1
kaiwa1_hair1_1,kaiwa1,,,<kaɾãŋwe>,,,kaiwa1{1},,,hair1
mbya_guarani1_hair1_1,mbya_guarani1,,,<-'a>,,,mbya_guarani1{1},,,hair1
chiripa1_hair1_1,chiripa1,,,<-'ʔaβɨ>,,,chiripa1{1},,,hair1
chiripa1_hair1_2,chiripa1,,[-awɨ],,,,chiripa1{3},,,hair1
xeta1_hair1_1,xeta1,/'aka/,,,~/'ãka/,,xeta1{1},,,hair1
tapiete1_hair1_1,tapiete1,,[ha],<tɨrá>,,"(hair, body hair)",tapiete1{1},,,hair1
eastern_bolivian_guarani1_hair1_1,eastern_bolivian_guarani1,/a1/,,,,"(head hairː long when possessed, e.g., -r-aa)",eastern_bolivian_guarani1{1},,,hair1
eastern_bolivian_guarani1_hair1_2,eastern_bolivian_guarani1,/ã1/,,,,"(body hair: long and oral when possessed, e.g., -r-aa)",eastern_bolivian_guarani1{1},,,hair1
guarayu1_hair1_1,guarayu1,/'aɡʷer/,,,,,guarayu1{1},,,hair1
siriono1_hair1_1,siriono1,,,<ea1>,,,siriono1{1},,,hair1
siriono1_hair1_2,siriono1,,[e-a],,,,siriono1{2},,,hair1
yuqui1_hair1_1,yuqui1,,,<ai1>,,,yuqui1{1: 270},,,hair1
jora1_hair1_1,jora1,,,<ayiri>,,,jora1{1: 87},,,hair1
jora1_hair1_2,jora1,,,<saiyiri>,,(1SG),jora1{1: 87},,,hair1
jora1_hair1_3,jora1,,,<taíči>,,(Haare),jora1{2:150},,,hair1
warazu1_hair1_1,warazu1,,,<-áwe>,,,warazu1{9},,,hair1
omagua1_hair1_1,omagua1,/yakɨsa/,,,,(hair on head),omagua1{1},Keep: /sawa/,,hair1
omagua1_hair1_2,omagua1,/sawa/,,,,,omagua1{1},Keep: /sawa/,,hair1
cocama_cocamilla1_hair1_1,cocama_cocamilla1,,,<tsa>,,,cocama_cocamilla1{6},,,hair1
tupinamba1_hair1_1,tupinamba1,,,<aba2>,,,tupinamba1{1},,,hair1
tapirape1_hair1_1,tapirape1,,,<ãw>,,,tapirape1{1},,,hair1
tocantins_asurini1_hair1_1,tocantins_asurini1,,,<i'awa>,,,tocantins_asurini1{1},,,hair1
parakana1_hair1_1,parakana1,,,<'aw>,,(cabelo),parakana1{1},,,hair1
canoeiro1_hair1_1,canoeiro1,,,<-ap>,,,canoeiro1{1},,,hair1
tembe1_hair1_1,tembe1,,,<'aw>,,(cabelo),tembe1{1},,,hair1
guajajara1_hair1_1,guajajara1,,,<i'aw>,,(cabelo (tem)),guajajara1{1},,,hair1
guajajara1_hair1_2,guajajara1,,,<haw>,,(pelo na pele dos dos homens e de certos animals),guajajara1{1},,,hair1
turiwara1_hair1_1,turiwara1,,,<nereáwa>,,(cabello),turiwara1{1},,,hair1
anambe1_hair1_1,anambe1,/awã/,,,,"(cheveu, poil)",anambe1{1},,,hair1
arawete1_hair1_1,arawete1,,,<-ʔa1>,,(cabelos) (I),arawete1{1},,,hair1
xingu_asurini1_hair1_1,xingu_asurini1,,['ʔaβa],,,,xingu_asurini1{2},,,hair1
kayabi1_hair1_1,kayabi1,No value,No value,No value,,No value,kayabi1No value,,,hair1
apiaka1_hair1_1,apiaka1,No value,No value,No value,,No value,apiaka1No value,,,hair1
parintintin1_hair1_1,parintintin1,,,<-'av>,,(cabelos da cabeça),parintintin1{1},,,hair1
kamayura1_hair1_1,kamayura1,,,<'ap>,,(cabelo),kamayura1{1},,,hair1
wayampi1_hair1_1,wayampi1,/-a/,,,,,wayampi1{1},,,hair1
wayampi1_hair1_2,wayampi1,/apila/,,,,(cheveux),wayampi1{1},,,hair1
wayampi1_hair1_3,wayampi1,/l-a/,,,,(poil),wayampi1{1},,,hair1
teko1_hair1_1,teko1,/akaŋaɾa/,,,,(cheveux),teko1{11},,,hair1
teko1_hair1_2,teko1,/awəɾ/,,,,(poils),teko1{11},,,hair1
urubu_kaapor1_hair1_1,urubu_kaapor1,/ˈha/,,,,"(cabelo do corpo humano, pena de pássaro)",urubu_kaapor1{2},,,hair1
urubu_kaapor1_hair1_2,urubu_kaapor1,,,<ha>,,"(o cabelo do corpo humano, pena do pássaro, cabelo do animal)",urubu_kaapor1{6:44},,,hair1
guaja1_hair1_1,guaja1,/ʔará/,,,,(cabelo),guaja1{3},,,hair1
aweti1_hair1_1,aweti1,,"[-ap, ʔap]",,,(cabelo da cabeca),aweti1{1},keep atoj,,hair1
aweti1_hair1_2,aweti1,,,<-atoj>,,(cabelo),aweti1{5},keep atoj,,hair1
satere_mawe1_hair1_1,satere_mawe1,,[-ap],,,,satere_mawe1{1},,,hair1
satere_mawe1_hair1_2,satere_mawe1,/hap/,,,,"(hair, feather)",satere_mawe1{4},,,hair1
ache1_hair2_1,ache1,/tõ aʔa/,,,,(head hair),ache1{1},,,hair2
ache1_hair2_2,ache1,/eče aʔa/,,,,(body hair),ache1{1},,,hair2
yuqui1_hair2_1,yuqui1,,,<era1>,,(his body hair; its fur),yuqui1{2},,,hair2
yuqui1_hair2_2,yuqui1,,,<erebeta>,,(short hairs on front top of head),yuqui1{2},,,hair2
yuqui1_hair2_3,yuqui1,,,<ereta>,,(his crown hair; top hair (area where women have no hair)),yuqui1{2},,,hair2
yuqui1_hair2_4,yuqui1,,,<iãquiara>,,(head hairs),yuqui1{2},,,hair2
tocantins_asurini1_hair2_1,tocantins_asurini1,,,<-akwáp>,,(pêlos pubianos),tocantins_asurini1{3:34},,,hair2
tembe1_hair2_1,tembe1,,,<aw1>,,(pêlos de corpo),tembe1{1},,,hair2
kamayura1_hair2_1,kamayura1,,,<'awuku>,,(ter cabelos longos),kamayura1{1},,,hair2
ache1_face1_1,ache1,/ʧã/,[ʧã.'ʔã],,,(rostro),ache1{4},,,face1
ache1_face1_2,ache1,/čãʔã/,,,,"(face, eye)",ache1{1},,,face1
paraguayan_guarani1_face1_1,paraguayan_guarani1,,,<tova>,"~<hova>,~<rova>","(semblante, rostro, cara, faz)",paraguayan_guarani1{Guasch 1962:731},,,face1
kaiwa1_face1_1,kaiwa1,,,<ovapy>,,(rosto),kaiwa1{2},,,face1
mbya_guarani1_face1_1,mbya_guarani1,,,<ova>,,(rosto),mbya_guarani1{1},,,face1
mbya_guarani1_face1_2,mbya_guarani1,,,<-ovape>,,,mbya_guarani1{1},,,face1
mbya_guarani1_face1_3,mbya_guarani1,,,<ova pe>,,(face),mbya_guarani1{1},,,face1
chiripa1_face1_1,chiripa1,No value,No value,No value,,No value,chiripa1No value,,,face1
xeta1_face1_1,xeta1,No value,No value,No value,,No value,xeta1No value,,,face1
eastern_bolivian_guarani1_face1_1,eastern_bolivian_guarani1,/owa/,,,,,eastern_bolivian_guarani1{1},,,face1
guarayu1_face1_1,guarayu1,/oβa/,,,,,guarayu1{1},,,face1
siriono1_face1_1,siriono1,,,<eruba1>,,,siriono1{1},"
",,face1
siriono1_face1_2,siriono1,,,<eresa>,,,siriono1{1},"
",,face1
siriono1_face1_3,siriono1,,[e-ɾúβa],,,,siriono1{2},"
",,face1
yuqui1_face1_1,yuqui1,,,<tegua>,,,yuqui1{1},,,face1
jora1_face1_1,jora1,No value,No value,No value,,No value,jora1No value,,,face1
warazu1_face1_1,warazu1,,,<-úwa>,,,warazu1{9},,,face1
omagua1_face1_1,omagua1,/sisa/,,,,,omagua1{1},,,face1
cocama_cocamilla1_face1_1,cocama_cocamilla1,,,<tsitsa>,,(KLL),cocama_cocamilla1{2},,,face1
cocama_cocamilla1_face1_2,cocama_cocamilla1,,,<tʃitsa>,,(KK),cocama_cocamilla1{2},,,face1
tupinamba1_face1_1,tupinamba1,,,<obá>,,(t),tupinamba1{1},,,face1
tapirape1_face1_1,tapirape1,,,<ẽãqan>,,(rosto),tapirape1{2},,,face1
tocantins_asurini1_face1_1,tocantins_asurini1,,,<awá1>,,(rosto),tocantins_asurini1{3},,,face1
parakana1_face1_1,parakana1,,,<atypy>,,"(bochecha, face, cara)",parakana1{1},,,face1
canoeiro1_face1_1,canoeiro1,,,<-owa>,,,canoeiro1{1},,,face1
guajajara1_face1_1,guajajara1,,,<hetuape>,,(face),guajajara1{1},,,face1
turiwara1_face1_1,turiwara1,No value,No value,No value,,No value,turiwara1No value,,,face1
anambe1_face1_1,anambe1,No value,No value,No value,,No value,anambe1No value,,,face1
arawete1_face1_1,arawete1,,,<-obá>,,(rosto),arawete1{1},,,face1
arawete1_face1_2,arawete1,,,<uwa>,,"(testa,rostro) (II)",arawete1{1},,,face1
xingu_asurini1_face1_1,xingu_asurini1,,[-u'βa],,,,xingu_asurini1{2},,,face1
kayabi1_face1_1,kayabi1,,,<etywape>,,,kayabi1{1},,,face1
apiaka1_face1_1,apiaka1,No value,No value,No value,,No value,apiaka1No value,,,face1
parintintin1_face1_1,parintintin1,,,<-ovapeheuhũ>,,(face),parintintin1{1},,,face1
kamayura1_face1_1,kamayura1,,,<owa>,,,kamayura1{1},,,face1
wayampi1_face1_1,wayampi1,/(-l-)ɔwa/,,,,"(I. Visage, II. Face externe, surface extérieure, III. Pignon de la maison)",wayampi1{1: 323},,,face1
teko1_face1_1,teko1,,,<owa>,,,teko1{1},,,face1
urubu_kaapor1_face1_1,urubu_kaapor1,/-uˈwa/,,,,(rosto),urubu_kaapor1{1},,,face1
urubu_kaapor1_face1_2,urubu_kaapor1,,,<huwa>,,,urubu_kaapor1{6: 107},,,face1
guaja1_face1_1,guaja1,/awá/,,,,,guaja1{1},,,face1
guaja1_face1_2,guaja1,/aˈwa/,,,,,guaja1{1},,,face1
aweti1_face1_1,aweti1,,[-owa],,,,aweti1{1},,,face1
satere_mawe1_face1_1,satere_mawe1,,[-ewa],,,(rosto),satere_mawe1{1},,,face1
satere_mawe1_face1_2,satere_mawe1,/ewa/,,,~/wa/,(rosto),satere_mawe1{4},,,face1
yuqui1_face2_1,yuqui1,/ruba/,,,,( Frente)  (FOREHEAD),yuqui1{1:309},,,face2
tembe1_face2_1,tembe1,,,<tuwa>,,(face),tembe1{1},,,face2
kayabi1_face2_1,kayabi1,,,<akyfet>,,"(rasto, note: 'trace', not 'face'; harvesting error)",kayabi1{2},,,face2
ache1_cheek1_1,ache1,/čã ɨpɨ/,,,,,ache1{1},,,cheek1
paraguayan_guarani1_cheek1_1,paraguayan_guarani1,,,<tovayke>,,(mejilla),paraguayan_guarani1{Guasch1962:732},Keep: <tovayke>,,cheek1
paraguayan_guarani1_cheek1_2,paraguayan_guarani1,,,<tatypy>,"~<ratypy>,~<hatypy>",(carrillo por dentro),paraguayan_guarani1{Guasch1962:717},Keep: <tovayke>,,cheek1
kaiwa1_cheek1_1,kaiwa1,No value,No value,No value,,No value,kaiwa1No value,,,cheek1
mbya_guarani1_cheek1_1,mbya_guarani1,,,<-etovape>,,,mbya_guarani1{1},,,cheek1
chiripa1_cheek1_1,chiripa1,No value,No value,No value,,No value,chiripa1No value,,,cheek1
xeta1_cheek1_1,xeta1,No value,No value,No value,,No value,xeta1No value,,,cheek1
tapiete1_cheek1_1,tapiete1,,,<tatɨpɨ>,,,tapiete1{1},,,cheek1
eastern_bolivian_guarani1_cheek1_1,eastern_bolivian_guarani1,/atɨpɨ/,,,,,eastern_bolivian_guarani1{1},,,cheek1
guarayu1_cheek1_1,guarayu1,,,<tatìpì>,,,guarayu1{2},,,cheek1
siriono1_cheek1_1,siriono1,,,<eritii>,,,siriono1{1},,,cheek1
siriono1_cheek1_2,siriono1,,[e-ɾítiː],,,(cachete),siriono1{2},,,cheek1
yuqui1_cheek1_1,yuqui1,,,<raita>,,,yuqui1{1},,,cheek1
jora1_cheek1_1,jora1,No value,No value,No value,,No value,jora1No value,,,cheek1
warazu1_cheek1_1,warazu1,,,<-atípi>,,(cheek),warazu1{9},,,cheek1
omagua1_cheek1_1,omagua1,/kaku/,,,,,omagua1{1},,,cheek1
cocama_cocamilla1_cheek1_1,cocama_cocamilla1,,,<kaku>,,"(mejillo, pómulo)",cocama_cocamilla1{1},,,cheek1
tupinamba1_cheek1_1,tupinamba1,,,<atypy>,,(t)(bochecha),tupinamba1{1},Keep: <atypy>,,cheek1
tupinamba1_cheek1_2,tupinamba1,,,<etobapé>,,(t)(bochecha),tupinamba1{1},Keep: <atypy>,,cheek1
tapirape1_cheek1_1,tapirape1,,,<ãtãtypy>,,,tapirape1{1},,,cheek1
tocantins_asurini1_cheek1_1,tocantins_asurini1,,,<atypý>,,,tocantins_asurini1{3},,,cheek1
parakana1_cheek1_1,parakana1,,,<atypy>,,"(bochecha, face, cara)",parakana1{1},,,cheek1
canoeiro1_cheek1_1,canoeiro1,,,<-atɨp>,,,canoeiro1{1},,,cheek1
tembe1_cheek1_1,tembe1,,,<tuwa-pi'a>,,(bochechas),tembe1{1},lit: side+skin --KCB,,cheek1
guajajara1_cheek1_1,guajajara1,,,<henywa>,,"(bochecha da frente, face)",guajajara1{1},,,cheek1
turiwara1_cheek1_1,turiwara1,No value,No value,No value,,No value,turiwara1No value,,,cheek1
anambe1_cheek1_1,anambe1,No value,No value,No value,,No value,anambe1No value,,,cheek1
arawete1_cheek1_1,arawete1,,,<-atipi>,,,arawete1{1},,,cheek1
xingu_asurini1_cheek1_1,xingu_asurini1,No value,No value,No value,,No value,xingu_asurini1No value,,,cheek1
kayabi1_cheek1_1,kayabi1,,,<iamopira'w>,,,kayabi1{1},,,cheek1
apiaka1_cheek1_1,apiaka1,No value,No value,No value,,No value,apiaka1No value,,,cheek1
parintintin1_cheek1_1,parintintin1,,,<-etyvape>,,,parintintin1{1},,,cheek1
kamayura1_cheek1_1,kamayura1,,,<etoape>,,,kamayura1{1},,,cheek1
wayampi1_cheek1_1,wayampi1,/l-atɨpɨ/,,,,,wayampi1{1},,,cheek1
teko1_cheek1_1,teko1,/uape/,,,,,teko1{11},,,cheek1
urubu_kaapor1_cheek1_1,urubu_kaapor1,No value,No value,No value,,No value,urubu_kaapor1No value,,,cheek1
guaja1_cheek1_1,guaja1,,[hatape̤ˈʔɔ̤],,,(bochecha dele),guaja1{4},,,cheek1
aweti1_cheek1_1,aweti1,,,<'atywape>,,,aweti1{8},,,cheek1
satere_mawe1_cheek1_1,satere_mawe1,/wẽkotʔa/,,,,,satere_mawe1{4},,,cheek1
ache1_mouth1_1,ache1,/ʤuɾu/,[ʤu.'ɾu],,,(boca),ache1{4},,,mouth1
ache1_mouth1_2,ache1,/ǰuru/,,,,,ache1{1},,,mouth1
paraguayan_guarani1_mouth1_1,paraguayan_guarani1,,,<juru>,,(boca),paraguayan_guarani1{Guasch1962:564},,,mouth1
kaiwa1_mouth1_1,kaiwa1,No value,No value,No value,,No value,kaiwa1No value,,,mouth1
mbya_guarani1_mouth1_1,mbya_guarani1,,,<juru>,,,mbya_guarani1{1},,,mouth1
chiripa1_mouth1_1,chiripa1,,[ndedʒu'ru],,,(sua boca),chiripa1{3},,,mouth1
xeta1_mouth1_1,xeta1,,['dʒʊɾʊ],,~['dʒoɾo],,xeta1{1},,,mouth1
tapiete1_mouth1_1,tapiete1,,[tiʒuɾu],<tiyuru>,,,tapiete1{1},,,mouth1
eastern_bolivian_guarani1_mouth1_1,eastern_bolivian_guarani1,/ǰuru/,,,,,eastern_bolivian_guarani1{1},,,mouth1
guarayu1_mouth1_1,guarayu1,/'juɾu/,,,,,guarayu1{1},,,mouth1
siriono1_mouth1_1,siriono1,,,<echuru>,,,siriono1{1},,,mouth1
siriono1_mouth1_2,siriono1,,[e-t͡ʃúɾu],,,(boca),siriono1{2},,,mouth1
yuqui1_mouth1_1,yuqui1,,,<yiru>,,,yuqui1{1: 300},,,mouth1
jora1_mouth1_1,jora1,,,<teruru>,,,jora1{1: 87},,,mouth1
jora1_mouth1_2,jora1,,,<seduru>,,,jora1{1: 87},,,mouth1
jora1_mouth1_3,jora1,,,<tráči>,,(Mund),jora1{2:150},,,mouth1
warazu1_mouth1_1,warazu1,,,<-ðúru>,,,warazu1{9},,,mouth1
omagua1_mouth1_1,omagua1,/yuɾu/,,,,,omagua1{1},,,mouth1
cocama_cocamilla1_mouth1_1,cocama_cocamilla1,,,<yuɾu>,,,cocama_cocamilla1{1},,,mouth1
tupinamba1_mouth1_1,tupinamba1,,,<juru>,,,tupinamba1{1},,,mouth1
tapirape1_mouth1_1,tapirape1,,,<xoro>,,,tapirape1{1},,,mouth1
tocantins_asurini1_mouth1_1,tocantins_asurini1,,,<ipsóroa>,,,tocantins_asurini1{1},,,mouth1
tocantins_asurini1_mouth1_2,tocantins_asurini1,,,<coro>,,,tocantins_asurini1{2},,,mouth1
tocantins_asurini1_mouth1_3,tocantins_asurini1,,,<soró>,,,tocantins_asurini1{3},,,mouth1
parakana1_mouth1_1,parakana1,,,<xoro>,,,parakana1{1},,,mouth1
canoeiro1_mouth1_1,canoeiro1,/joʁ/,,,,,canoeiro1{1},,,mouth1
tembe1_mouth1_1,tembe1,,,<zuru>,,,tembe1{1},,,mouth1
guajajara1_mouth1_1,guajajara1,,,<izuru>,,(boca),guajajara1{1},,,mouth1
turiwara1_mouth1_1,turiwara1,,,<jurú>,,(bocca),turiwara1{1},,,mouth1
anambe1_mouth1_1,anambe1,,,<juru>,,,anambe1{1},,,mouth1
arawete1_mouth1_1,arawete1,,,<-juru>,,(I),arawete1{1},,,mouth1
xingu_asurini1_mouth1_1,xingu_asurini1,,,<ga.z̆oro>,,(boca dele),xingu_asurini1{1},,,mouth1
kayabi1_mouth1_1,kayabi1,,,<juru>,,,kayabi1{1},,,mouth1
apiaka1_mouth1_1,apiaka1,,[si- su'ɾuɐ],,,('minha boca'),apiaka1{1},,,mouth1
parintintin1_mouth1_1,parintintin1,,,<-juru>,,"(abertura, boca)",parintintin1{1},,,mouth1
kamayura1_mouth1_1,kamayura1,,,<juru>,,,kamayura1{1},,,mouth1
wayampi1_mouth1_1,wayampi1,/yulu/,,,,,wayampi1{1},,,mouth1
teko1_mouth1_1,teko1,,,<dʒulu>,,,teko1{1},,,mouth1
urubu_kaapor1_mouth1_1,urubu_kaapor1,,,<-juru>,,,urubu_kaapor1{1},,,mouth1
urubu_kaapor1_mouth1_2,urubu_kaapor1,,,<juru>,,(a boca e os lábios),urubu_kaapor1{6: 117},,,mouth1
guaja1_mouth1_1,guaja1,/iɾamɨˈʔɨa/,,,,(boca dele),guaja1{4},,,mouth1
aweti1_mouth1_1,aweti1,,,<it-atupɨk>,,(minha boca),aweti1{5},,,mouth1
satere_mawe1_mouth1_1,satere_mawe1,,,<-ŋwe>,,,satere_mawe1{2},,,mouth1
satere_mawe1_mouth1_2,satere_mawe1,/wẽ/,,,,,satere_mawe1{4},,,mouth1
ache1_mouth2_1,ache1,/iʧi/,[i.'ʧi],,,"(boca, dientes de animal)",ache1{4},,,mouth2
ache1_teeth1_1,ache1,/ãʔã1/,[ã.'ʔã1],,,(diente),ache1{4},,,teeth1
ache1_teeth1_2,ache1,/ãʔã1/,,,,,ache1{1},,,teeth1
paraguayan_guarani1_teeth1_1,paraguayan_guarani1,,,<tãi>,"~<rãi>,~<hãi>","(diente, muela)",paraguayan_guarani1{Guasch1962:712},,,teeth1
kaiwa1_teeth1_1,kaiwa1,,,<meɾãɲ>,,,kaiwa1{1},,,teeth1
mbya_guarani1_teeth1_1,mbya_guarani1,,,<-aĩ>,,,mbya_guarani1{1},,,teeth1
mbya_guarani1_teeth1_2,mbya_guarani1,,,<taĩ>,,(dente),mbya_guarani1{1},,,teeth1
chiripa1_teeth1_1,chiripa1,,[tʃɪ̃ɾã'ʔɨ̃j],,,(meu dente),chiripa1{3},,,teeth1
xeta1_teeth1_1,xeta1,,[hãj],,,,xeta1{1},,,teeth1
eastern_bolivian_guarani1_teeth1_1,eastern_bolivian_guarani1,/ãi/,,,,,eastern_bolivian_guarani1{1},,,teeth1
guarayu1_teeth1_1,guarayu1,/'ãĩ/,,,,,guarayu1{1},,,teeth1
siriono1_teeth1_1,siriono1,,,<ereɨ̃>,,(diente),siriono1{1},,,teeth1
siriono1_teeth1_2,siriono1,,[e-rɨ̃],,,,siriono1{2},,,teeth1
yuqui1_teeth1_1,yuqui1,,,<raaĩ>,,,yuqui1{1: 291},,,teeth1
jora1_teeth1_1,jora1,,,<sere>,,,jora1{1: 87},,,teeth1
warazu1_teeth1_1,warazu1,,,<-əɨ>,,,warazu1{9},,,teeth1
warazu1_teeth1_2,warazu1,,,<-awéʔo>,,(molar tooth),warazu1{9},,,teeth1
omagua1_teeth1_1,omagua1,/sai1/,,,,,omagua1{1},,,teeth1
cocama_cocamilla1_teeth1_1,cocama_cocamilla1,,,<tsai1>,,,cocama_cocamilla1{1},,,teeth1
tupinamba1_teeth1_1,tupinamba1,,,<ãia>,,(t),tupinamba1{1},,,teeth1
tupinamba1_teeth1_2,tupinamba1,,,<anha>,,(t),tupinamba1{1},,,teeth1
tapirape1_teeth1_1,tapirape1,,,<ỹj>,,,tapirape1{1},,,teeth1
tocantins_asurini1_teeth1_1,tocantins_asurini1,,,<hósa>,,,tocantins_asurini1{1},,,teeth1
tocantins_asurini1_teeth1_2,tocantins_asurini1,,,<Noc>,,,tocantins_asurini1{2},,,teeth1
parakana1_teeth1_1,parakana1,,,<oni>,,,parakana1{1},,,teeth1
canoeiro1_teeth1_1,canoeiro1,/ãj/,,,,,canoeiro1{1},,,teeth1
tembe1_teeth1_1,tembe1,,,<täy>,,,tembe1{1},,,teeth1
guajajara1_teeth1_1,guajajara1,,,<hàz>,,(dente),guajajara1{1},,,teeth1
turiwara1_teeth1_1,turiwara1,,,<neráĩ>,,(dente),turiwara1{1},,,teeth1
anambe1_teeth1_1,anambe1,,,<ỹ>,,(dent),anambe1{1},,,teeth1
arawete1_teeth1_1,arawete1,,,<-ĩ>,,(II),arawete1{1},,,teeth1
xingu_asurini1_teeth1_1,xingu_asurini1,,,<dz̆e.rỹz̆a>,,(dente meu),xingu_asurini1{1},,,teeth1
kayabi1_teeth1_1,kayabi1,,,<ãì>,,,kayabi1{2},,,teeth1
apiaka1_teeth1_1,apiaka1,,[si- 'ɾə̃jɐ],,,(meu dente),apiaka1{1},,,teeth1
parintintin1_teeth1_1,parintintin1,,,<-anh>,,(dente),parintintin1{1},,,teeth1
